qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3,Column2,Column3,Column1
8840,1057,815,9,11,7,1:41.968,1:41.630,1:41.917,101630,1.004070422,1:41.630
8841,1057,852,213,22,8,1:42.521,1:41.654,1:42.211,101654,1.004307534,1:41.654
8842,1057,4,214,14,9,1:42.934,1:42.195,1:42.327,102195,1.009652433,1:42.195
8843,1057,822,131,77,10,1:42.701,1:42.106,1:42.659,102106,1.008773143,1:42.106
8844,1057,20,117,5,11,1:42.460,1:42.224,,102224,1.009938944,1:42.224
8845,1057,839,214,31,12,1:42.426,1:42.273,,102273,1.010423047,1:42.273
8846,1057,817,1,3,13,1:42.304,1:42.558,,102304,1.010729317,1:42.304
8847,1057,8,51,7,14,1:42.923,1:42.587,,102587,1.013525262,1:42.587
8848,1057,847,3,63,15,1:42.728,1:42.758,,102728,1.014918295,1:42.728
8849,1057,849,3,6,16,1:43.128,,,103128,1.018870161,1:43.128
8850,1057,854,210,47,17,1:44.158,,,104158,1.029046217,1:44.158
8851,1057,853,210,9,18,1:44.238,,,104238,1.02983659,1:44.238
8815,1056,844,6,16,1,1:11.113,1:10.597,1:10.346,70346,1,1:10.346
8816,1056,830,9,33,2,1:11.124,1:10.650,1:10.576,70576,1.003269553,1:10.576
8817,1056,822,131,77,3,1:10.938,1:10.695,1:10.601,70601,1.00362494,1:10.601
8818,1056,832,6,55,4,1:11.324,1:10.806,1:10.611,70611,1.003767094,1:10.611
8819,1056,846,1,4,5,1:11.321,1:11.031,1:10.620,70620,1.003895033,1:10.620
8820,1056,842,213,10,6,1:11.560,1:11.179,1:10.900,70900,1.007875359,1:10.900
8821,1056,1,131,44,7,1:11.622,1:11.116,1:11.095,71095,1.010647372,1:11.095
8822,1056,20,117,5,8,1:12.078,1:11.309,1:11.419,71309,1.013689478,1:11.309
8823,1056,815,9,11,9,1:11.644,1:11.019,1:11.573,71019,1.009566997,1:11.019
8824,1056,841,51,99,10,1:11.658,1:11.409,1:11.779,71409,1.015111023,1:11.409
8825,1056,839,214,31,11,1:11.740,1:11.486,,71486,1.016205612,1:11.486
8826,1056,817,1,3,12,1:11.747,1:11.598,,71598,1.017797743,1:11.598
8827,1056,840,117,18,13,1:11.979,1:11.600,,71600,1.017826173,1:11.600
8828,1056,8,51,7,14,1:11.899,1:11.642,,71642,1.018423222,1:11.642
8829,1056,847,3,63,15,1:12.016,1:11.830,,71830,1.021095727,1:11.830
8830,1056,852,213,22,16,1:12.096,,,72096,1.024877036,1:12.096
8831,1056,4,214,14,17,1:12.205,,,72205,1.02642652,1:12.205
8832,1056,849,3,6,18,1:12.366,,,72366,1.028715208,1:12.366
8833,1056,853,210,9,19,1:12.958,,,72958,1.037130754,1:12.958
8795,1055,1,131,44,1,1:18.245,1:17.166,1:16.741,76741,1,1:16.741
8796,1055,830,9,33,2,1:18.090,1:16.922,1:16.777,76777,1.00046911,1:16.777
8797,1055,822,131,77,3,1:18.005,1:17.142,1:16.873,76873,1.001720071,1:16.873
8798,1055,844,6,16,4,1:18.041,1:17.717,1:17.510,77510,1.010020719,1:17.510
8799,1055,839,214,31,5,1:18.281,1:17.743,1:17.580,77580,1.010932878,1:17.580
8800,1055,832,6,55,6,1:18.205,1:17.656,1:17.620,77620,1.011454112,1:17.620
8801,1055,817,1,3,7,1:18.264,1:17.719,1:17.622,77622,1.011480174,1:17.622
8802,1055,815,9,11,8,1:18.203,1:17.669,1:17.701,77669,1.012092623,1:17.669
8803,1055,846,1,4,9,1:17.821,1:17.696,1:18.010,77696,1.012444456,1:17.696
8804,1055,4,214,14,10,1:18.281,1:17.966,1:18.147,77966,1.015962784,1:17.966
8805,1055,840,117,18,11,1:18.241,1:17.974,,77974,1.016067031,1:17.974
8806,1055,842,213,10,12,1:18.190,1:17.982,,77982,1.016171277,1:17.982
8807,1055,20,117,5,13,1:18.289,1:18.079,,78079,1.017435269,1:18.079
8808,1055,841,51,99,14,1:18.549,1:18.356,,78356,1.021044813,1:18.356
8809,1055,847,3,63,15,1:18.445,1:19.154,,78445,1.022204558,1:18.445
8810,1055,852,213,22,16,1:18.556,,,78556,1.023650982,1:18.556
8811,1055,8,51,7,17,1:18.917,,,78917,1.028355117,1:18.917
8812,1055,854,210,47,18,1:19.117,,,79117,1.030961285,1:19.117
8813,1055,849,3,6,19,1:19.219,,,79219,1.032290431,1:19.219
8814,1055,853,210,9,20,1:19.807,,,79807,1.039952568,1:19.807
8775,1054,822,131,77,1,1:18.722,1:18.458,1:18.348,78348,1.004873794,1:18.348
8776,1054,1,131,44,2,1:18.857,1:17.968,1:18.355,77968,1,1:17.968
8777,1054,830,9,33,3,1:19.485,1:18.650,1:18.746,78650,1.008747178,1:18.650
8778,1054,815,9,11,4,1:19.337,1:18.845,1:18.890,78845,1.011248204,1:18.845
8779,1054,832,6,55,5,1:19.309,1:18.813,1:19.039,78813,1.01083778,1:18.813
8780,1054,839,214,31,6,1:19.092,1:18.586,1:19.042,78586,1.007926329,1:18.586
8781,1054,846,1,4,7,1:18.794,1:18.481,1:19.116,78481,1.006579622,1:18.481
8782,1054,844,6,16,8,1:19.373,1:18.769,1:19.306,78769,1.010273446,1:18.769
8783,1054,842,213,10,9,1:19.464,1:19.052,1:19.475,79052,1.01390314,1:19.052
8784,1054,20,117,5,10,1:19.403,1:18.970,1:19.659,78970,1.012851426,1:18.970
8785,1054,847,3,63,11,1:19.797,1:19.109,,79109,1.014634209,1:19.109
8786,1054,841,51,99,12,1:19.410,1:19.216,,79216,1.016006567,1:19.216
8787,1054,4,214,14,13,1:19.728,1:19.456,,79456,1.019084753,1:19.456
8788,1054,852,213,22,14,1:19.684,1:19.463,,79463,1.019174533,1:19.463
8789,1054,8,51,7,15,1:19.748,1:19.812,,79748,1.022829879,1:19.748
8790,1054,817,1,3,16,1:19.839,,,79839,1.023997024,1:19.839
8791,1054,840,117,18,17,1:19.913,,,79913,1.024946132,1:19.913
8792,1054,849,3,6,18,1:20.285,,,80285,1.02971732,1:20.285
8793,1054,854,210,47,19,1:20.452,,,80452,1.031859224,1:20.452
8794,1054,853,210,9,20,1:20.912,,,80912,1.037759081,1:20.912
8755,1053,1,131,44,1,1:14.823,1:14.817,1:14.411,74411,1,1:14.411
8756,1053,815,9,11,2,1:15.395,1:14.716,1:14.446,74446,1.000470361,1:14.446
8757,1053,830,9,33,3,1:15.109,1:14.884,1:14.498,74498,1.001169182,1:14.498
8758,1053,844,6,16,4,1:15.413,1:14.808,1:14.740,74740,1.004421389,1:14.740
8759,1053,842,213,10,5,1:15.548,1:14.927,1:14.790,74790,1.005093333,1:14.790
8760,1053,817,1,3,6,1:15.669,1:15.033,1:14.826,74826,1.005577132,1:14.826
8761,1053,846,1,4,7,1:15.009,1:14.718,1:14.875,74718,1.004125734,1:14.718
8762,1053,822,131,77,8,1:14.672,1:14.905,1:14.898,74672,1.003507546,1:14.672
8763,1053,839,214,31,9,1:15.385,1:15.117,1:15.210,75117,1.009487845,1:15.117
8764,1053,840,117,18,10,1:15.522,1:15.138,,75138,1.009770061,1:15.138
8765,1053,832,6,55,11,1:15.406,1:15.199,,75199,1.010589832,1:15.199
8766,1053,847,3,63,12,1:15.826,1:15.261,,75261,1.011423042,1:15.261
8767,1053,20,117,5,13,1:15.459,1:15.394,,75394,1.013210412,1:15.394
8768,1053,849,3,6,14,1:15.653,1:15.593,,75593,1.015884748,1:15.593
8769,1053,4,214,14,15,1:15.832,1:15.593,,75593,1.015884748,1:15.593
8770,1053,8,51,7,16,1:15.974,,,75974,1.021004959,1:15.974
8771,1053,841,51,99,17,1:16.122,,,76122,1.022993912,1:16.122
8772,1053,854,210,47,18,1:16.279,,,76279,1.025103815,1:16.279
8773,1053,853,210,9,19,1:16.797,,,76797,1.032065152,1:16.797
8735,1052,830,9,33,1,1:30.499,1:30.318,1:28.997,88997,1,1:28.997
8736,1052,1,131,44,2,1:30.617,1:30.085,1:29.385,89385,1.004359698,1:29.385
8737,1052,822,131,77,3,1:31.200,1:30.186,1:29.586,89586,1.006618201,1:29.586
8738,1052,844,6,16,4,1:30.691,1:30.010,1:29.678,89678,1.007651943,1:29.678
8739,1052,842,213,10,5,1:30.848,1:30.513,1:29.809,89809,1.009123903,1:29.809
8740,1052,817,1,3,6,1:30.795,1:30.222,1:29.927,89927,1.01044979,1:29.927
8741,1052,846,1,4,7,1:30.902,1:30.099,1:29.974,89974,1.010977898,1:29.974
8742,1052,832,6,55,8,1:31.653,1:30.009,1:30.215,90009,1.01137117,1:30.009
8743,1052,4,214,14,9,1:30.863,1:30.595,1:30.249,90249,1.01406789,1:30.249
8744,1052,840,117,18,10,1:31.261,1:30.624,1:30.601,90601,1.018023079,1:30.601
8745,1052,815,9,11,11,1:31.165,1:30.659,,90659,1.018674787,1:30.659
8746,1052,841,51,99,12,1:30.998,1:30.708,,90708,1.019225367,1:30.708
8747,1052,852,213,22,13,1:30.607,1:31.203,,90607,1.018090497,1:30.607
8748,1052,8,51,7,14,1:31.547,1:31.238,,91238,1.025180624,1:31.238
8749,1052,847,3,63,15,1:31.316,1:33.430,,91316,1.026057058,1:31.316
8750,1052,839,214,31,16,1:31.724,,,91724,1.030641482,1:31.724
8751,1052,849,3,6,17,1:31.936,,,91936,1.033023585,1:31.936
8752,1052,20,117,5,18,1:32.056,,,92056,1.034371945,1:32.056
8753,1052,854,210,47,19,1:32.449,,,92449,1.038787824,1:32.449
8754,1052,853,210,9,20,1:33.273,,,93273,1.048046563,1:33.273
9116,1051,1,131,44,1,1:21.901,1:21.682,1:20.827,80827,1,1:20.827
9117,1051,830,9,33,2,1:21.996,1:21.984,1:21.282,81282,1.005629307,1:21.282
9118,1051,822,131,77,3,1:22.016,1:21.991,1:21.478,81478,1.008054239,1:21.478
9119,1051,842,213,10,4,1:22.535,1:21.728,1:21.640,81640,1.01005852,1:21.640
9120,1051,4,214,14,5,1:22.422,1:21.894,1:21.670,81670,1.010429683,1:21.670
9121,1051,846,1,4,6,1:22.839,1:22.216,1:21.731,81731,1.011184381,1:21.731
9122,1051,832,6,55,7,1:22.304,1:22.241,1:21.840,81840,1.012532941,1:21.840
9123,1051,852,213,22,8,1:22.458,1:22.058,1:21.881,81881,1.013040197,1:21.881
9124,1051,839,214,31,9,1:22.565,1:22.012,1:22.028,82012,1.014660943,1:22.012
9125,1051,20,117,5,10,1:22.549,1:22.146,1:22.785,82146,1.016318804,1:22.146
9126,1051,815,9,11,11,1:22.398,1:22.346,,82346,1.018793225,1:22.346
9127,1051,840,117,18,12,1:22.551,1:22.460,,82460,1.020203645,1:22.460
9128,1051,844,6,16,13,1:22.742,1:22.463,,82463,1.020240761,1:22.463
9129,1051,817,1,3,14,1:22.688,1:22.597,,82597,1.021898623,1:22.597
9130,1051,847,3,63,15,1:22.863,1:22.756,,82756,1.023865787,1:22.756
9131,1051,8,51,7,16,1:23.156,,,83156,1.028814629,1:23.156
9132,1051,849,3,6,17,1:23.213,,,83213,1.029519839,1:23.213
9133,1051,841,51,99,18,1:23.262,,,83262,1.030126072,1:23.262
9134,1051,854,210,47,19,1:23.407,,,83407,1.031920027,1:23.407
9135,1051,853,210,9,20,1:25.859,,,85859,1.062256424,1:25.859
8715,1047,830,9,33,1,1:35.993,1:35.641,1:35.246,95246,1,1:35.246
8716,1047,822,131,77,2,1:35.699,1:35.527,1:35.271,95271,1.000262478,1:35.271
8717,1047,1,131,44,3,1:35.528,1:35.466,1:35.332,95332,1.000902925,1:35.332
8718,1047,846,1,4,4,1:36.016,1:35.849,1:35.497,95497,1.002635281,1:35.497
8719,1047,848,9,23,5,1:36.106,1:35.654,1:35.571,95571,1.003412217,1:35.571
8720,1047,832,1,55,6,1:36.517,1:36.192,1:35.815,95815,1.005974004,1:35.815
8721,1047,826,213,26,7,1:36.459,1:36.214,1:35.963,95963,1.007527875,1:35.963
8722,1047,840,211,18,8,1:36.502,1:36.143,1:36.046,96046,1.008399303,1:36.046
8723,1047,844,6,16,9,1:35.881,1:35.932,1:36.065,95881,1.006666947,1:35.881
8724,1047,842,213,10,10,1:36.545,1:36.282,1:36.242,96242,1.010457132,1:36.242
8725,1047,839,4,31,11,1:36.783,1:36.359,,96359,1.01168553,1:36.359
8726,1047,817,4,3,12,1:36.704,1:36.406,,96406,1.012178989,1:36.406
8727,1047,20,6,5,13,1:36.655,1:36.631,,96631,1.014541293,1:36.631
8728,1047,841,51,99,14,1:37.075,1:38.248,,97075,1.019202906,1:37.075
8729,1047,815,211,11,15,1:36.034,,,96034,1.008273313,1:36.034
8730,1047,8,51,7,16,1:37.555,,,97555,1.024242488,1:37.555
8731,1047,825,210,20,17,1:37.863,,,97863,1.027476219,1:37.863
8732,1047,847,3,63,18,1:38.045,,,98045,1.029387061,1:38.045
8733,1047,850,210,51,19,1:38.173,,,98173,1.030730949,1:38.173
8734,1047,849,3,6,20,1:38.443,,,98443,1.033565714,1:38.443
8695,1046,822,131,77,1,0:53.904,0:53.803,0:53.377,53377,1,0:53.377
8696,1046,847,131,63,2,0:54.160,0:53.819,0:53.403,53403,1.000487101,0:53.403
8697,1046,830,9,33,3,0:54.037,0:53.647,0:53.433,53433,1.001049141,0:53.433
8698,1046,844,6,16,4,0:54.249,0:53.825,0:53.613,53613,1.00442138,0:53.613
8699,1046,815,211,11,5,0:54.236,0:53.787,0:53.790,53787,1.007681211,0:53.787
8700,1046,826,213,26,6,0:54.346,0:53.856,0:53.906,53856,1.008973903,0:53.856
8701,1046,817,4,3,7,0:54.388,0:53.871,0:53.957,53871,1.009254923,0:53.871
8702,1046,832,1,55,8,0:54.450,0:53.818,0:54.010,53818,1.008261985,0:53.818
8703,1046,842,213,10,9,0:54.207,0:53.941,0:54.154,53941,1.010566349,0:53.941
8704,1046,840,211,18,10,0:54.595,0:53.840,0:54.200,53840,1.008674148,0:53.840
8705,1046,839,4,31,11,0:54.309,0:53.995,,53995,1.01157802,0:53.995
8706,1046,848,9,23,12,0:54.620,0:54.026,,54026,1.012158795,0:54.026
8707,1046,20,6,5,13,0:54.301,0:54.175,,54175,1.014950259,0:54.175
8708,1046,841,51,99,14,0:54.523,0:54.377,,54377,1.018734661,0:54.377
8709,1046,846,1,4,15,0:54.194,0:54.693,,54194,1.015306218,0:54.194
8710,1046,825,210,20,16,0:54.705,,,54705,1.02487963,0:54.705
8711,1046,849,3,6,17,0:54.796,,,54796,1.026584484,0:54.796
8712,1046,851,3,89,18,0:54.892,,,54892,1.028383011,0:54.892
8713,1046,8,51,7,19,0:54.963,,,54963,1.029713172,0:54.963
8714,1046,850,210,51,20,0:55.426,,,55426,1.03838732,0:55.426
8675,1045,1,131,44,1,1:28.343,1:27.586,1:27.264,87264,1,1:27.264
8676,1045,822,131,77,2,1:28.767,1:28.063,1:27.553,87553,1.00331179,1:27.553
8677,1045,830,9,33,3,1:28.885,1:28.025,1:27.678,87678,1.004744224,1:27.678
8678,1045,848,9,23,4,1:28.732,1:28.749,1:28.274,88274,1.011574074,1:28.274
8679,1045,815,211,11,5,1:29.178,1:28.894,1:28.322,88322,1.012124129,1:28.322
8680,1045,817,4,3,6,1:29.005,1:28.648,1:28.417,88417,1.01321278,1:28.417
8681,1045,839,4,31,7,1:29.203,1:28.937,1:28.419,88419,1.013235699,1:28.419
8682,1045,842,213,10,8,1:28.971,1:29.008,1:28.448,88448,1.013568023,1:28.448
8683,1045,846,1,4,9,1:29.464,1:28.877,1:28.542,88542,1.014645215,1:28.542
8684,1045,826,213,26,10,1:29.158,1:28.944,1:28.618,88618,1.015516135,1:28.618
8685,1045,20,6,5,11,1:29.142,1:29.149,,89142,1.021520902,1:29.142
8686,1045,844,6,16,12,1:29.137,1:29.165,,89137,1.021463605,1:29.137
8687,1045,840,211,18,13,1:28.679,1:29.557,,88679,1.016215163,1:28.679
8688,1045,847,3,63,14,1:29.294,1:31.218,,89294,1.023262743,1:29.294
8689,1045,832,1,55,15,1:28.975,,,88975,1.019607169,1:28.975
8690,1045,841,51,99,16,1:29.491,,,89491,1.02552026,1:29.491
8691,1045,8,51,7,17,1:29.810,,,89810,1.029175834,1:29.810
8692,1045,825,210,20,18,1:30.111,,,90111,1.032625138,1:30.111
8693,1045,154,210,8,19,1:30.138,,,90138,1.032934543,1:30.138
8694,1045,849,3,6,20,1:30.182,,,90182,1.033438761,1:30.182
8655,1044,840,211,18,1,2:07.467,1:53.372,1:47.765,107765,1,1:47.765
8656,1044,830,9,33,2,1:57.485,1:50.293,1:48.055,108055,1.002691041,1:48.055
8657,1044,815,211,11,3,2:07.614,1:54.097,1:49.321,109321,1.014438825,1:49.321
8658,1044,848,9,23,4,1:59.431,1:52.282,1:50.448,110448,1.024896766,1:50.448
8659,1044,817,4,3,5,2:05.598,1:54.278,1:51.595,111595,1.035540296,1:51.595
8660,1044,1,131,44,6,2:07.599,1:52.709,1:52.560,112560,1.044494966,1:52.560
8661,1044,839,4,31,7,2:06.115,1:53.657,1:52.622,112622,1.045070292,1:52.622
8662,1044,8,51,7,8,2:01.249,1:53.793,1:52.745,112745,1.046211664,1:52.745
8663,1044,822,131,77,9,2:07.001,1:53.767,1:53.258,113258,1.050972022,1:53.258
8664,1044,841,51,99,10,2:07.341,1:53.431,1:57.226,113431,1.052577367,1:53.431
8665,1044,846,1,4,11,2:07.167,1:54.945,,114945,1.066626456,1:54.945
8666,1044,20,6,5,12,2:03.356,1:55.169,,115169,1.068705053,1:55.169
8667,1044,832,1,55,13,2:07.489,1:55.410,,115410,1.0709414,1:55.410
8668,1044,844,6,16,14,2:04.464,1:56.696,,116696,1.082874774,1:56.696
8669,1044,842,213,10,15,2:05.579,1:58.556,,118556,1.100134552,1:58.556
8670,1044,825,210,20,16,2:08.007,,,128007,1.18783464,2:08.007
8671,1044,826,213,26,17,2:09.070,,,129070,1.197698696,2:09.070
8672,1044,847,3,63,18,2:10.017,,,130017,1.206486336,2:10.017
8673,1044,154,210,8,19,2:12.909,,,132909,1.233322507,2:12.909
8674,1044,849,3,6,20,2:21.611,,,141611,1.314072287,2:21.611
8635,1043,822,131,33,1,1:14.221,1:14.585,1:13.609,73609,1,1:13.609
8636,1043,1,131,44,2,1:14.229,1:14.643,1:13.706,73706,1.001317774,1:13.706
8637,1043,830,9,33,3,1:15.034,1:14.974,1:14.176,74176,1.007702862,1:14.176
8638,1043,842,213,10,4,1:15.183,1:14.681,1:14.502,74502,1.012131669,1:14.502
8639,1043,817,4,3,5,1:15.474,1:14.953,1:14.520,74520,1.012376204,1:14.520
8640,1043,848,9,23,6,1:15.402,1:14.745,1:14.572,74572,1.013082639,1:14.572
8641,1043,844,6,16,7,1:15.123,1:15.017,1:14.616,74616,1.013680392,1:14.616
8642,1043,826,213,26,8,1:15.412,1:15.022,1:14.696,74696,1.014767216,1:14.696
8643,1043,846,1,4,9,1:15.274,1:15.051,1:14.814,74814,1.016370281,1:14.814
8644,1043,832,1,55,10,1:15.528,1:15.027,1:14.911,74911,1.017688054,1:14.911
8645,1043,815,211,11,11,1:15.407,1:15.061,,75061,1.019725849,1:15.061
8646,1043,839,4,31,12,1:15.352,1:15.201,,75201,1.02162779,1:15.201
8647,1043,847,3,63,13,1:15.760,1:15.323,,75323,1.023285196,1:15.323
8648,1043,20,6,5,14,1:15.571,1:15.385,,75385,1.024127484,1:15.385
8649,1043,840,211,18,15,1:15.822,1:15.494,,75494,1.025608282,1:15.494
8650,1043,154,210,8,16,1:15.918,,,75918,1.031368447,1:15.918
8651,1043,825,210,20,17,1:15.939,,,75939,1.031653738,1:15.939
8652,1043,8,51,7,18,1:15.953,,,75953,1.031843932,1:15.953
8653,1043,849,3,6,19,1:15.987,,,75987,1.032305832,1:15.987
8654,1043,841,51,99,20,1:16.208,,,76208,1.035308182,1:16.208
8615,1042,1,131,44,1,1:16.828,1:16.824,1:16.652,76652,1.002432454,1:16.652
8616,1042,822,131,77,2,1:16.945,1:16.466,1:16.754,76466,1,1:16.466
8617,1042,830,9,33,3,1:16.879,1:17.038,1:16.904,76879,1.005401093,1:16.879
8618,1042,844,6,16,4,1:17.421,1:17.367,1:17.090,77090,1.00816049,1:17.090
8619,1042,815,211,11,5,1:17.370,1:17.129,1:17.223,77129,1.00867052,1:17.129
8620,1042,848,9,23,6,1:17.435,1:17.411,1:17.437,77411,1.012358434,1:17.411
8621,1042,832,1,55,7,1:17.627,1:17.183,1:17.520,77183,1.009376716,1:17.183
8622,1042,846,1,4,8,1:17.547,1:17.321,1:17.525,77321,1.01118144,1:17.321
8623,1042,842,213,10,9,1:17.209,1:17.367,1:17.803,77209,1.009716737,1:17.209
8624,1042,817,4,3,10,1:17.621,1:17.481,,77481,1.013273873,1:17.481
8625,1042,839,4,31,11,1:17.775,1:17.614,,77614,1.015013208,1:17.614
8626,1042,840,211,18,12,1:17.667,1:17.626,,77626,1.015170141,1:17.626
8627,1042,826,213,26,13,1:17.841,1:17.728,,77728,1.016504067,1:17.728
8628,1042,847,3,63,14,1:17.931,1:17.788,,77788,1.01728873,1:17.788
8629,1042,20,6,5,15,1:17.446,1:17.919,,77446,1.012816154,1:17.446
8630,1042,8,51,7,16,1:18.201,,,78201,1.022689823,1:18.201
8631,1042,841,51,99,17,1:18.323,,,78323,1.024285303,1:18.323
8632,1042,154,210,8,18,1:18.364,,,78364,1.024821489,1:18.364
8633,1042,825,210,20,19,1:18.508,,,78508,1.026704679,1:18.508
8634,1042,849,3,6,20,1:18.777,,,78777,1.030222583,1:18.777
8578,1041,822,131,77,1,1:26.573,1:25.971,1:25.269,85269,1,1:25.269
8579,1041,1,131,44,2,1:26.620,1:25.390,1:25.525,85390,1.001419039,1:25.390
8580,1041,830,9,33,3,1:26.319,1:25.467,1:25.562,85467,1.002322063,1:25.467
8581,1041,844,6,16,4,1:26.857,1:26.240,1:26.035,86035,1.008983335,1:26.035
8582,1041,848,9,23,5,1:27.126,1:26.285,1:26.047,86047,1.009124066,1:26.047
8583,1041,817,4,3,6,1:26.836,1:26.096,1:26.223,86096,1.009698718,1:26.096
8584,1041,839,4,31,7,1:27.086,1:26.364,1:26.242,86242,1.011410947,1:26.242
8585,1041,846,1,4,8,1:26.829,1:26.316,1:26.458,86316,1.012278788,1:26.316
8586,1041,815,211,11,9,1:27.120,1:26.330,1:26.704,86330,1.012442975,1:26.330
8587,1041,832,1,55,10,1:27.378,1:26.361,1:26.709,86361,1.01280653,1:26.361
8588,1041,20,6,5,11,1:27.107,1:26.738,,86738,1.017227832,1:26.738
8589,1041,842,213,10,12,1:27.072,1:26.776,,86776,1.01767348,1:26.776
8590,1041,826,213,26,13,1:27.285,1:26.848,,86848,1.018517867,1:26.848
8591,1041,841,51,99,14,1:27.532,1:26.936,,86936,1.019549895,1:26.936
8592,1041,825,210,20,15,1:27.231,1:27.125,,87125,1.02176641,1:27.125
8593,1041,154,210,8,16,1:27.552,,,87552,1.026774091,1:27.552
8594,1041,847,3,63,17,1:27.564,,,87564,1.026914823,1:27.564
8595,1041,849,3,6,18,1:27.812,,,87812,1.029823265,1:27.812
8596,1041,8,51,7,19,1:27.817,,,87817,1.029881903,1:27.817
8597,1041,807,211,27,20,1:28.021,,,88021,1.032274332,1:28.021
8558,1040,1,131,44,1,1:32.983,1:32.835,1:31.304,91304,1,1:31.304
8559,1040,830,9,33,2,1:33.630,1:33.157,1:31.867,91867,1.006166214,1:31.867
8560,1040,822,131,77,3,1:32.656,1:32.405,1:31.956,91956,1.00714098,1:31.956
8561,1040,815,211,11,4,1:33.704,1:33.038,1:32.317,92317,1.011094804,1:32.317
8562,1040,817,4,3,5,1:33.650,1:32.218,1:32.364,92218,1.010010514,1:32.218
8563,1040,832,1,55,6,1:33.967,1:32.757,1:32.550,92550,1.013646719,1:32.550
8564,1040,839,4,31,7,1:33.557,1:33.196,1:32.624,92624,1.014457198,1:32.624
8565,1040,846,1,4,8,1:33.804,1:33.081,1:32.847,92847,1.016899588,1:32.847
8566,1040,842,213,10,9,1:33.734,1:33.139,1:33.000,93000,1.018575309,1:33.000
8567,1040,848,9,23,10,1:33.919,1:33.153,1:33.008,93008,1.018662928,1:33.008
8568,1040,844,6,16,11,1:34.071,1:33.239,,93239,1.021192938,1:33.239
8569,1040,826,213,26,12,1:33.511,1:33.249,,93249,1.021302462,1:33.249
8570,1040,840,211,18,13,1:33.852,1:33.364,,93364,1.022561991,1:33.364
8571,1040,847,3,63,14,1:34.020,1:33.583,,93583,1.024960571,1:33.583
8572,1040,20,6,5,15,1:34.134,1:33.609,,93609,1.025245334,1:33.609
8573,1040,154,210,8,16,1:34.592,,,94592,1.036011566,1:34.592
8574,1040,841,51,99,17,1:34.594,,,94594,1.036033471,1:34.594
8575,1040,825,210,20,18,1:34.681,,,94681,1.036986331,1:34.681
8576,1040,849,3,6,19,1:35.066,,,95066,1.041203014,1:35.066
8577,1040,8,51,7,20,1:35.267,,,95267,1.043404451,1:35.267
8538,1039,1,131,44,1,1:15.778,1:15.309,1:15.144,75144,1,1:15.144
8539,1039,822,131,77,2,1:15.749,1:15.322,1:15.203,75203,1.000785159,1:15.203
8540,1039,830,9,33,3,1:16.335,1:15.471,1:15.509,75471,1.004351645,1:15.471
8541,1039,848,9,23,4,1:16.527,1:15.914,1:15.954,75914,1.010246992,1:15.914
8542,1039,844,6,16,5,1:16.698,1:16.324,1:16.270,76270,1.014984563,1:16.270
8543,1039,815,211,11,6,1:16.596,1:16.489,1:16.311,76311,1.015530182,1:16.311
8544,1039,840,211,18,7,1:16.701,1:16.271,1:16.356,76271,1.014997871,1:16.271
8545,1039,817,4,3,8,1:16.981,1:16.243,1:16.543,76243,1.014625253,1:16.243
8546,1039,832,1,55,9,1:16.993,1:16.522,1:17.870,76522,1.018338124,1:16.522
8547,1039,839,4,31,10,1:16.825,1:16.297,,76297,1.015343873,1:16.297
8548,1039,846,1,4,11,1:16.895,1:16.640,,76640,1.019908442,1:16.640
8549,1039,826,213,26,12,1:16.928,1:16.854,,76854,1.022756308,1:16.854
8550,1039,8,51,7,13,1:17.059,1:16.854,,76854,1.022756308,1:16.854
8551,1039,20,6,5,14,1:17.072,1:16.858,,76858,1.022809539,1:16.858
8552,1039,154,210,8,15,1:17.069,1:17.254,,77069,1.025617481,1:17.069
8553,1039,842,213,10,16,1:17.125,,,77125,1.026362717,1:17.125
8554,1039,841,51,99,17,1:17.220,,,77220,1.027626956,1:17.220
8555,1039,847,3,63,18,1:17.232,,,77232,1.02778665,1:17.232
8556,1039,849,3,6,19,1:17.320,,,77320,1.028957734,1:17.320
8557,1039,825,210,20,20,1:17.348,,,77348,1.029330352,1:17.348
8518,1038,1,131,44,1,1:19.514,1:19.092,1:18.887,78887,1,1:18.887
8519,1038,822,131,77,2,1:19.786,1:18.952,1:18.956,78952,1.000823963,1:18.952
8520,1038,832,1,55,3,1:20.099,1:19.705,1:19.695,79695,1.010242499,1:19.695
8521,1038,815,211,11,4,1:20.048,1:19.718,1:19.720,79718,1.010534055,1:19.718
8522,1038,830,9,33,5,1:20.193,1:19.780,1:19.795,79780,1.011319989,1:19.780
8523,1038,846,1,4,6,1:20.344,1:19.962,1:19.820,79820,1.011827044,1:19.820
